paper,paper_short,venue,year,table,method,proposed,modality,metric_type,alignment,dataset,sequence,sequence_norm,metric,unit,value,status,note
DEIO,DEIO,ICCV,2025,I,Dai et al.,no,E+I,metric,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),hdr_poster,hdr_poster,MPE,%,2.8,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,Dai et al.,no,E+I,metric,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),poster_6dof,poster_6dof,MPE,%,1.2,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,Dai et al.,no,E+I,metric,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),average,average,MPE,%,1.56,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,Mono-EIO,no,E+I,metric,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),boxes_translation,boxes_translation,MPE,%,0.34,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,Mono-EIO,no,E+I,metric,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),hdr_boxes,hdr_boxes,MPE,%,0.4,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,Mono-EIO,no,E+I,metric,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),boxes_6dof,boxes_6dof,MPE,%,0.61,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,Mono-EIO,no,E+I,metric,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),dynamic_translation,dynamic_translation,MPE,%,0.26,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,Mono-EIO,no,E+I,metric,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),dynamic_6dof,dynamic_6dof,MPE,%,0.43,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,Mono-EIO,no,E+I,metric,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),poster_translation,poster_translation,MPE,%,0.4,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,Mono-EIO,no,E+I,metric,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),hdr_poster,hdr_poster,MPE,%,0.4,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,Mono-EIO,no,E+I,metric,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),poster_6dof,poster_6dof,MPE,%,0.26,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,Mono-EIO,no,E+I,metric,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),average,average,MPE,%,0.39,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,Kai et al.,no,E+I,metric,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),boxes_translation,boxes_translation,MPE,%,0.36,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,Kai et al.,no,E+I,metric,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),hdr_boxes,hdr_boxes,MPE,%,0.31,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,Kai et al.,no,E+I,metric,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),boxes_6dof,boxes_6dof,MPE,%,0.32,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,Kai et al.,no,E+I,metric,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),dynamic_translation,dynamic_translation,MPE,%,0.59,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,Kai et al.,no,E+I,metric,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),dynamic_6dof,dynamic_6dof,MPE,%,0.49,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,Kai et al.,no,E+I,metric,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),poster_translation,poster_translation,MPE,%,0.23,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,Kai et al.,no,E+I,metric,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),hdr_poster,hdr_poster,MPE,%,0.18,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,Kai et al.,no,E+I,metric,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),poster_6dof,poster_6dof,MPE,%,0.31,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,Kai et al.,no,E+I,metric,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),average,average,MPE,%,0.35,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,PL-EVIO,no,E+F+I,metric,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),boxes_translation,boxes_translation,MPE,%,0.06,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,PL-EVIO,no,E+F+I,metric,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),hdr_boxes,hdr_boxes,MPE,%,0.1,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,PL-EVIO,no,E+F+I,metric,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),boxes_6dof,boxes_6dof,MPE,%,0.21,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,PL-EVIO,no,E+F+I,metric,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),dynamic_translation,dynamic_translation,MPE,%,0.24,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,PL-EVIO,no,E+F+I,metric,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),dynamic_6dof,dynamic_6dof,MPE,%,0.48,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,PL-EVIO,no,E+F+I,metric,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),poster_translation,poster_translation,MPE,%,0.54,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,PL-EVIO,no,E+F+I,metric,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),hdr_poster,hdr_poster,MPE,%,0.12,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,PL-EVIO,no,E+F+I,metric,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),poster_6dof,poster_6dof,MPE,%,0.14,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,PL-EVIO,no,E+F+I,metric,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),average,average,MPE,%,0.24,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,Lee et al.,no,E+F+I,metric,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),boxes_translation,boxes_translation,MPE,%,0.74,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,Lee et al.,no,E+F+I,metric,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),hdr_boxes,hdr_boxes,MPE,%,0.69,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,Lee et al.,no,E+F+I,metric,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),boxes_6dof,boxes_6dof,MPE,%,0.77,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,Lee et al.,no,E+F+I,metric,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),dynamic_translation,dynamic_translation,MPE,%,0.71,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,Lee et al.,no,E+F+I,metric,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),dynamic_6dof,dynamic_6dof,MPE,%,0.86,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,Lee et al.,no,E+F+I,metric,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),poster_translation,poster_translation,MPE,%,0.28,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,Lee et al.,no,E+F+I,metric,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),hdr_poster,hdr_poster,MPE,%,0.52,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,Lee et al.,no,E+F+I,metric,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),poster_6dof,poster_6dof,MPE,%,0.59,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,Lee et al.,no,E+F+I,metric,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),average,average,MPE,%,0.65,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,EVI-SAM,no,E+F+I,metric,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),boxes_translation,boxes_translation,MPE,%,0.11,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,EVI-SAM,no,E+F+I,metric,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),hdr_boxes,hdr_boxes,MPE,%,0.13,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,EVI-SAM,no,E+F+I,metric,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),boxes_6dof,boxes_6dof,MPE,%,0.16,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,EVI-SAM,no,E+F+I,metric,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),dynamic_translation,dynamic_translation,MPE,%,0.3,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,EVI-SAM,no,E+F+I,metric,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),dynamic_6dof,dynamic_6dof,MPE,%,0.27,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,EVI-SAM,no,E+F+I,metric,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),poster_translation,poster_translation,MPE,%,0.34,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,EVI-SAM,no,E+F+I,metric,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),hdr_poster,hdr_poster,MPE,%,0.15,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,EVI-SAM,no,E+F+I,metric,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),poster_6dof,poster_6dof,MPE,%,0.24,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,EVI-SAM,no,E+F+I,metric,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),average,average,MPE,%,0.21,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,DPVO,no,F,up-to-scale,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),boxes_translation,boxes_translation,MPE,%,0.02,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,DPVO,no,F,up-to-scale,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),hdr_boxes,hdr_boxes,MPE,%,0.71,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,DPVO,no,F,up-to-scale,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),boxes_6dof,boxes_6dof,MPE,%,0.59,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,DPVO,no,F,up-to-scale,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),dynamic_translation,dynamic_translation,MPE,%,0.09,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,DPVO,no,F,up-to-scale,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),dynamic_6dof,dynamic_6dof,MPE,%,0.05,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,DPVO,no,F,up-to-scale,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),poster_translation,poster_translation,MPE,%,0.2,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,DPVO,no,F,up-to-scale,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),hdr_poster,hdr_poster,MPE,%,0.49,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,DPVO,no,F,up-to-scale,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),poster_6dof,poster_6dof,MPE,%,0.44,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,DPVO,no,F,up-to-scale,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),average,average,MPE,%,0.32,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,DBA-Fusion,no,F+I,metric,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),boxes_translation,boxes_translation,MPE,%,0.07,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,DBA-Fusion,no,F+I,metric,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),hdr_boxes,hdr_boxes,MPE,%,0.27,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,DBA-Fusion,no,F+I,metric,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),boxes_6dof,boxes_6dof,MPE,%,0.1,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,DBA-Fusion,no,F+I,metric,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),dynamic_translation,dynamic_translation,MPE,%,0.56,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,DBA-Fusion,no,F+I,metric,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),dynamic_6dof,dynamic_6dof,MPE,%,0.11,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,DBA-Fusion,no,F+I,metric,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),poster_translation,poster_translation,MPE,%,0.13,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,DBA-Fusion,no,F+I,metric,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),hdr_poster,hdr_poster,MPE,%,0.38,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,DBA-Fusion,no,F+I,metric,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),poster_6dof,poster_6dof,MPE,%,0.19,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,DBA-Fusion,no,F+I,metric,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),average,average,MPE,%,0.23,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,DEVO,no,E,up-to-scale,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),boxes_translation,boxes_translation,MPE,%,0.06,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,DEVO,no,E,up-to-scale,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),hdr_boxes,hdr_boxes,MPE,%,0.06,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,DEVO,no,E,up-to-scale,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),boxes_6dof,boxes_6dof,MPE,%,0.71,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,DEVO,no,E,up-to-scale,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),dynamic_translation,dynamic_translation,MPE,%,0.09,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,DEVO,no,E,up-to-scale,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),dynamic_6dof,dynamic_6dof,MPE,%,0.08,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,DEVO,no,E,up-to-scale,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),poster_translation,poster_translation,MPE,%,0.06,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,DEVO,no,E,up-to-scale,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),hdr_poster,hdr_poster,MPE,%,0.14,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,DEVO,no,E,up-to-scale,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),poster_6dof,poster_6dof,MPE,%,0.44,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,DEVO,no,E,up-to-scale,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),average,average,MPE,%,0.21,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,DEIO,yes,E+I,metric,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),boxes_translation,boxes_translation,MPE,%,0.07,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
DEIO,DEIO,ICCV,2025,I,DEIO,yes,E+I,metric,"SE3, first 5 s (pos+yaw)",ECD (DAVIS240C),hdr_boxes,hdr_boxes,MPE,%,0.09,ok,"ECD/Event-Camera-Dataset, 240x180. Authors' takeaway: among non-learning methods EVI-SAM is best; DEIO cuts pose error up to 71% vs DEVO via learning+IMU."
